Paper_ID,title,author,id,corresponding_author,Author_ID,abstract
14497,Non determinism through type isomorphism,Alejandro Díaz-Caro|Gilles Dowek,657050,Alejandro Díaz-Caro,32494,The research aims to explore...
14498,Reconciling positional and nominal binding.,Davide Ancona|Elena Zucca|Paola Giannini,657112,Davide Ancona,32496,The research introduces...
14499,Producing a Set of Models for the Iron Homeostasis Network.,Alexandre Donzé|Eric Fanchon|Jean Marc Moulis|Nicolas Mobilia,657122,Alexandre Donzé,32498,The research aims to explore...
14500,Edge- and Node-Disjoint Paths in P Systems,Michael J. Dinneen|Radu Nicolescu|Yun-Bum Kim,657274,Michael J. Dinneen,31962,This paper is about...
14501,"Probabilistic Automata over Infinite Words: Expressiveness, Efficiency, and Decidability",Christel Baier|Marcus Größer|Nathalie Bertrand,657285,Christel Baier,32502,The paper discusses...
14502,Strong Normalization for HA + EM1 by Non-Deterministic Choice.,Federico Aschieri,657405,Federico Aschieri,32504,The study analyzes...
14503,Analyzing Catastrophic Backtracking Behavior in Practical Regular Expression Matching.,Brink van der Merwe|Frank Drewes|Martin Berglund,657468,Brink van der Merwe,32505,The research aims to explore...
14504,General Ramified Recurrence is Sound for Polynomial Time,Margherita Zorzi|Simone Martini|Ugo Dal Lago,657497,Margherita Zorzi,32507,The research aims to explore...
14505,Reusing Test-Cases on Different Levels of Abstraction in a Model Based Development Tool,Daniel Ratiu|Dongyue Mou|Jan Olaf Blech,657510,Daniel Ratiu,32508,This paper presents...
14506,On monogamy of non-locality and macroscopic averages: examples and preliminary results.,Rui Soares Barbosa,657577,Rui Soares Barbosa,32511,The research introduces...
14507,Tutorial on Online Partial Evaluation,Ralf Lämmel|William R. Cook,657600,Ralf Lämmel,32512,The paper discusses...
14508,Efficient Decomposition of Bimatrix Games (Extended Abstract).,Arno Pauly|Xiang Jiang,657728,Arno Pauly,32514,The research introduces...
14509,Expressiveness and Completeness in Abstraction,Maciej Gazda|Tim A. C. Willemse,657735,Maciej Gazda,32155,The study proposes...
14510,"Model-Checking an Alternating-time Temporal Logic with Knowledge, Imperfect Information, Perfect Recall and Communicating Coalitions",Catalin Dima|Constantin Enea|Dimitar P. Guelev,657753,Catalin Dima,32516,The paper highlights...
14511,aspcud: A Linux Package Configuration Tool Based on Answer Set Programming,Martin Gebser|Roland Kaminski|Torsten Schaub,657780,Martin Gebser,32519,The study proposes...
14512,Complexity in Prefix-Free Regular Languages,Galina Jirásková|Monika Krausová,657846,Galina Jirásková,32522,The research reveals...
14513,Applying Gödel's Dialectica Interpretation to Obtain a Constructive Proof of Higman's Lemma,Thomas Powell 0001,657908,Thomas Powell 0001,32524,The paper discusses...
14514,Mendler-style Iso-(Co)inductive predicates: a strongly normalizing approach,Favio E. Miranda-Perea|Lourdes Del Carmen González-Huesca,657927,Favio E. Miranda-Perea,32525,The research introduces...
14515,Representing a P-complete problem by small trellis automata,Alexander Okhotin,657983,Alexander Okhotin,32527,This paper demonstrates...
14516,Reducing Weak to Strong Bisimilarity in CCP,Andrés Aristizábal|Filippo Bonchi|Frank Valencia|Luis Fernando Pino,658038,Andrés Aristizábal,32528,The paper compares...
14517,Solving the TTC 2011 Compiler Optimization Task with metatools,Baltasar Trancón y Widemann|Markus Lepper,658088,Baltasar Trancón y Widemann,32532,This paper demonstrates...
14518,Formal Safety and Security Assessment of an Avionic Architecture with Alloy.,Anthony Faucogney|Frédérique Vallée|Julien Brunel|Laurent Rioux|Stéphane Paul,658096,Anthony Faucogney,32534,The research reveals...
14519,Session-Based Programming for Parallel Algorithms: Expressiveness and Performance,Andi Bejleri|Nobuko Yoshida|Raymond Hu,658157,Andi Bejleri,32537,The research introduces...
14520,Petri Nets with Time and Cost,Parosh Aziz Abdulla|Richard Mayr,658416,Parosh Aziz Abdulla,32177,This paper presents...
14521,Towards the Model-Driven Engineering of Secure yet Safe Embedded Systems.,Ludovic Apvrille|Yves Roudier,658420,Ludovic Apvrille,32541,The research aims to explore...
14522,Solving the TTC 2011 Compiler Optimization Case with GROOVE,Arend Rensink|Eduardo Zambon,658429,Arend Rensink,32543,This paper addresses...
14523,A Taxonomy of Causality-Based Biological Properties,Andrea Bracciali|Chiara Bodei|Davide Chiarugi|Roberta Gori,658436,Andrea Bracciali,32545,The paper highlights...
14524,On the Existence of Universal Finite or Pushdown Automata,Manfred Kudlek,658487,Manfred Kudlek,32548,This paper demonstrates...
14525,Declarative Ajax Web Applications through SQL++ on a Unified Application State.,Kian Win Ong|Yannis Papakonstantinou|Yupeng Fu,658593,Kian Win Ong,32549,The research introduces...
14526,Perspicuity and Granularity in Refinement,Eerke A. Boiten,658681,Eerke A. Boiten,32552,The study illustrates...
14527,"Denotational Semantics of A User-Oriented, Domain-Specific Language.",Charles Consel|Julien Mercadal|Zoé Drey,658693,Charles Consel,32553,The paper highlights...
14528,The space of measurement outcomes as a spectrum for non-commutative algebras,Bas Spitters,658698,Bas Spitters,32556,The research introduces...
14529,An event-based model for contracts,G. Michele Pinna|Massimo Bartoletti|Roberto Zunino|Tiziana Cimoli,658773,G. Michele Pinna,32557,The paper examines...
14530,State Complexity of Catenation Combined with Star and Reversal,Bo Cui|Lila Kari|Sheng Yu|Yuan Gao,658809,Bo Cui,32559,The study proposes...
14531,READ-EVAL-PRINT in Parallel and Asynchronous Proof-checking.,Makarius Wenzel,658819,Makarius Wenzel,32121,This study investigates...
14532,Modeling and Analyzing Adaptive User-Centric Systems in Real-Time Maude,Andreas Schroeder|Martin Wirsing|Sebastian S. Bauer,658829,Andreas Schroeder,32563,This paper addresses...
14533,Structure and Behaviour of Virtual Organisation Breeding Environments,José Luiz Fiadeiro|Laura Bocchi|Noor Rajper|Stephan Reiff-Marganiec,659029,José Luiz Fiadeiro,32566,The research evaluates...
14534,Formal Visual Modeling of Real-Time Systems in e-Motions: Two Case Studies,Francisco Durán|José Eduardo Rivera|Peter Csaba Ölveczky,659061,Francisco Durán,32568,The study illustrates...
14535,The Hardness of Finding Linear Ranking Functions for Lasso Programs.,Amir M. Ben-Amram,659091,Amir M. Ben-Amram,31788,The paper discusses...
14536,Lifting Term Rewriting Derivations in Constructor Systems by Using Generators.,Adrián Riesco|Juan Rodríguez-Hortalá,659112,Adrián Riesco,32570,The paper discusses...
14537,The Complexity of Robot Games on the Integer Line.,Arjun Arul|Julien Reichert,659140,Arjun Arul,32572,This paper is about...
14538,Probabilistic data flow analysis: a linear equational approach.,Alessandra Di Pierro|Herbert Wiklicky,659188,Alessandra Di Pierro,32574,The paper examines...
14539,Model Checking with Program Slicing Based on Variable Dependence Graphs,Fumio Narisawa|Hisamitsu Yamanaka|Kohei Sakurai|Masahiro Matsubara|Masushi Enshoiwa|Yoshio Yamane,659196,Fumio Narisawa,32576,The paper highlights...
14540,Probabilistic Model-Based Safety Analysis,Frank Ortmeier|Matthias Güdemann,659288,Frank Ortmeier,32582,This study investigates...
14541,Message and time efficient multi-broadcast schemes.,Dariusz R. Kowalski|Liron Levin|Michael Segal,659357,Dariusz R. Kowalski,32584,The research reveals...
14542,Lightening Global Types.,Tzu-Chun Chen,659541,Tzu-Chun Chen,32587,The paper examines...
14543,A Spatial-Epistemic Logic for Reasoning about Security Protocols,Bernardo Toninho|Luís Caires,659624,Bernardo Toninho,32588,This study investigates...
14544,A Rewriting-Logic-Based Technique for Modeling Thermal Systems,Daniela Lepri|Erika Ábrahám|Muhammad Fadlisyah|Peter Csaba Ölveczky,659654,Daniela Lepri,32186,This paper addresses...
14545,Gelfand spectra in Grothendieck toposes using geometric mathematics.,Bas Spitters|Sander Wolters|Steven Vickers,659786,Bas Spitters,32556,This paper demonstrates...
14546,Machine Learning in Proof General: Interfacing Interfaces,Ekaterina Komendantskaya|Gudmund Grov|Jónathan Heras,659816,Ekaterina Komendantskaya,32593,The paper discusses...
14547,Simulation of Two-Way Pushdown Automata Revisited.,Robert Glück,659820,Robert Glück,32596,The paper discusses...
14548,Functional Dependence in Strategic Games (extended abstract),Kristine Harjes|Pavel Naumov,659865,Kristine Harjes,32597,This study investigates...
14549,Quantitative Security Analysis for Multi-threaded Programs.,Marieke Huisman|Tri Minh Ngo,659873,Marieke Huisman,32599,This paper demonstrates...
14550,Closed nominal rewriting and efficiently computable nominal algebra equality,Maribel Fernández|Murdoch James Gabbay,659915,Maribel Fernández,32008,The research aims to explore...
14551,Satisfiability of ATL with strategy contexts.,François Laroussinie|Nicolas Markey,659942,François Laroussinie,32601,This paper demonstrates...
14552,First Cycle Games.,Benjamin Aminof|Sasha Rubin,659974,Benjamin Aminof,32603,The paper highlights...
14553,Session Types at the Mirror,Luca Padovani,660044,Luca Padovani,31879,The study proposes...
14554,Upwards Closed Dependencies in Team Semantics,Pietro Galliani,660092,Pietro Galliani,32605,The research reveals...
14555,Secure Execution of Distributed Session Programs,Nobuko Yoshida|Nuno Alves|Pierre-Malo Deniélou|Raymond Hu,660194,Nobuko Yoshida,32538,This paper demonstrates...
14556,"Introducing LoCo, a Logic for Configuration Problems",Conrad Drescher|Georg Gottlob|Markus Aschinger,660212,Conrad Drescher,32608,The paper highlights...
14557,How to Put Usability into Focus: Using Focus Groups to Evaluate the Usability of Interactive Theorem Provers.,Bernhard Beckert|Florian Böhl|Sarah Grebing,660247,Bernhard Beckert,32611,The research aims to explore...
14558,Modeling and Reasoning over Distributed Systems using Aspect-Oriented Graph Grammars,Leila Ribeiro|Reiko Heckel|Rodrigo Machado,660278,Leila Ribeiro,32614,The paper examines...
14559,Modelling and Analysis of Biochemical Signalling Pathway Cross-talk,Muffy Calder|Robin Donaldson,660294,Muffy Calder,32617,The study analyzes...
14560,A decidable quantified fragment of set theory with ordered pairs and some undecidable extensions,Cristiano Longo|Domenico Cantone,660437,Cristiano Longo,32619,The study proposes...
14561,One-dimensional Array Grammars and P Systems with Array Insertion and Deletion Rules.,K. G. Subramanian|Marion Oswald|Rudolf Freund|Sergiu Ivanov 0001,660471,K. G. Subramanian,32621,The research reveals...
14562,The Glasgow Parallel Reduction Machine: Programming Shared-memory Many-core Systems using Parallel Task Composition.,Ashkan Tousimojarad|Wim Vanderbauwhede,660476,Ashkan Tousimojarad,32623,This paper presents...
14563,Relating timed and register automata,Diego Figueira|Piotr Hofman|Slawomir Lasota,660590,Diego Figueira,32625,The study proposes...
14564,"Tinker, tailor, solver, proof.",Aleks Kissinger|Gudmund Grov|Yuhui Lin,660714,Aleks Kissinger,32627,The study analyzes...
14565,Lightweight Time Modeling in Timed Creol,Einar Broch Johnsen|Joakim Bjørk|Olaf Owe|Rudolf Schlatte,660723,Einar Broch Johnsen,31819,The paper examines...
14566,Equilibrium and Termination,Nicolas Oury|Vincent Danos,660769,Nicolas Oury,32443,This paper addresses...
14567,Abstract interpretation-based approaches to Security - A Survey on Abstract Non-Interference and its Challenging Applications.,Isabella Mastroeni,660785,Isabella Mastroeni,32631,This study investigates...
14568,A Minimal OO Calculus for Modelling Biological Systems,Livio Bioglio,660829,Livio Bioglio,32632,The study proposes...
14569,From Principles to Practice with Class in the First Year.,David Van Horn|Sam Tobin-Hochstadt,660997,David Van Horn,32633,The paper examines...
14570,Computational Processes and Incompleteness,Klaus Sutner,661173,Klaus Sutner,32635,This paper is about...
14571,"Uniform Labeled Transition Systems for Nondeterministic, Probabilistic, and Stochastic Process Calculi",Marco Bernardo|Michele Loreti|Rocco De Nicola,661239,Marco Bernardo,31811,The paper compares...
14572,Abstraction and Learning for Infinite-State Compositional Verification.,Corina S. Pasareanu|Dimitra Giannakopoulou,661254,Corina S. Pasareanu,32637,The study analyzes...
14573,Time Delays in Membrane Systems and Petri Nets,Bogdan Aman|Gabriel Ciobanu,661460,Bogdan Aman,32639,This study investigates...
14574,Possibilistic Information Flow Control for Workflow Management Systems.,Dieter Hutter|Thomas Bauereiß,661512,Dieter Hutter,32640,This paper addresses...
14575,Port Protocols for Deadlock-Freedom of Component Systems,Christian Lambertz|Mila E. Majster-Cederbaum,661540,Christian Lambertz,32642,The research reveals...
14576,Mixed quantum states in higher categories.,Chris Heunen|Jamie Vicary|Linde Wester,661644,Chris Heunen,32643,The paper compares...
14577,Extending the Real-Time Maude Semantics of Ptolemy to Hierarchical DE Models,Kyungmin Bae|Peter Csaba Ölveczky,661677,Kyungmin Bae,32238,The study analyzes...
14578,Superposition as a logical glue,Andrea Asperti|Enrico Tassi,661716,Andrea Asperti,32646,The research evaluates...
14579,Markovian Testing Equivalence and Exponentially Timed Internal Actions,Marco Bernardo,661729,Marco Bernardo,31811,The paper compares...
14580,A hybrid mammalian cell cycle model.,Ovidiu Radulescu|Sergey Vakulenko|Vincent Noël,661883,Ovidiu Radulescu,32648,The research introduces...
14581,Distributed Priority Synthesis,Chih-Hong Cheng|Harald Ruess|Rongjie Yan|Saddek Bensalem,661888,Chih-Hong Cheng,32651,The study proposes...
14582,Algorithms for Quantum Branching Programs Based on Fingerprinting,Alexander Vasiliev|Farid M. Ablayev,661913,Alexander Vasiliev,32655,The research reveals...
14583,A Logical Framework for Set Theories,Arnon Avron,661954,Arnon Avron,32657,The research introduces...
14584,Chemical communication between synthetic and natural cells: a possible experimental design.,Francesca D'Angelo|Giordano Rampioni|Livia Leoni|Luisa Damiano|Marco Messina|Pasquale Stano,661985,Francesca D'Angelo,32658,This paper presents...
14585,Conformance Verification of Normative Specifications using C-O Diagrams,Gregorio Díaz|José Antonio Mateo|Luis Llana|Valentín Valero Ruiz,661989,Gregorio Díaz,28782,This paper addresses...
14586,Modeling biological systems with delays in Bio-PEPA,Giulio Caravagna|Jane Hillston,662079,Giulio Caravagna,32271,The paper compares...
14587,A Myhill-Nerode theorem for automata with advice,Alex Kruckman|Ben Zax|John Sheridan|Sasha Rubin,662132,Alex Kruckman,32665,The research evaluates...
14588,Innocent strategies as presheaves and interactive equivalences for CCS,Damien Pous|Tom Hirschowitz,662147,Damien Pous,32668,This paper demonstrates...
14589,Coherence for Skew-Monoidal Categories.,Tarmo Uustalu,662202,Tarmo Uustalu,32338,The research introduces...
14590,A Concrete View of Rule 110 Computation,Matthew Cook,662405,Matthew Cook,32670,The study illustrates...
14591,"Interaction and observation, categorically",Vincenzo Ciancia,662409,Vincenzo Ciancia,32671,The paper highlights...
14592,Case study: Class diagram restructuring.,Kevin Lano|Shekoufeh Kolahdouz Rahimi,662485,Kevin Lano,32672,This paper is about...
14593,A Bigraph Relational Model,Carsten Schürmann|Maxime Beauquier,662530,Carsten Schürmann,32015,This paper addresses...
14594,A Study of the PDGF Signaling Pathway with PRISM,Jun Pang|Monique Wiesinger|Panuwat Trairatphisan|Qixia Yuan|Sjouke Mauw|Thomas Sauter,662621,Jun Pang,32675,The paper discusses...
14595,A Macro for Reusing Abstract Functions and Theorems,Bernard van Gastel|Julien Schmaltz|Sebastiaan J. C. Joosten,662624,Bernard van Gastel,32389,The paper highlights...
14596,Expectations or Guarantees? I Want It All! A crossroad between games and MDPs.,Emmanuel Filiot|Jean-François Raskin|Mickael Randour|Véronique Bruyère,662658,Emmanuel Filiot,32682,The research evaluates...
14597,Stateless HOL,Freek Wiedijk,662659,Freek Wiedijk,32686,The paper compares...
14598,Constructing Premaximal Binary Cube-free Words of Any Level,Arseny M. Shur|Elena A. Petrova,662683,Arseny M. Shur,32687,This paper presents...
14599,A short note on Simulation and Abstraction.,Chris Hankin,662710,Chris Hankin,32689,This paper is about...
14600,Axiomatizing GSOS with Predicates,Anna Ingólfsdóttir|Eugen-Ioan Goriac|Georgiana Caltais|Luca Aceto,662733,Anna Ingólfsdóttir,31812,The paper compares...
14601,A Small Universal Petri Net.,Dmitry A. Zaitsev,662878,Dmitry A. Zaitsev,32692,The research evaluates...
14602,"CREOLE: a Universal Language for Creating, Requesting, Updating and Deleting Resources",Hervé Grall|Mayleen Lacouture|Thomas Ledoux,663166,Hervé Grall,32693,The research aims to explore...
14603,Solving the Petri-Nets to Statecharts Transformation Case with UML-RSDS.,K. Maroukian|Kevin Lano|Shekoufeh Kolahdouz Rahimi,663291,K. Maroukian,32696,This study investigates...
14604,Toward Parametric Timed Interfaces for Real-Time Components.,Giuseppe Lipari|Laurent Fribourg|Youcheng Sun|Étienne André,663320,Giuseppe Lipari,32697,The paper examines...
14605,Towards Verifying Safety Properties of Real-Time Probabilistic Systems.,Fenglin Han|Heinz W. Schmidt|Jan Olaf Blech|Peter Herrmann,663354,Fenglin Han,32700,The research aims to explore...
14606,Dense-choice Counter Machines revisited,Alain Finkel|Florent Bouchy|Pierluigi San Pietro,663459,Alain Finkel,32703,This paper addresses...
14607,Models for CSP with availability information,Gavin Lowe,663470,Gavin Lowe,32705,The paper examines...
14608,Complementary approaches to understanding the plant circadian clock,Carl Troein|Laurence Loewe|Maria Luisa Guerriero|Ozgur E. Akman,663476,Carl Troein,32706,The paper discusses...
14609,On the reaction time of some synchronous systems,Christophe Aussaguès|Guy Vidal-Naquet|Ilias Garnier|Vincent David,663578,Christophe Aussaguès,32710,This paper presents...
14610,Strategic Port Graph Rewriting: An Interactive Modelling and Analysis Framework.,Bruno Pinaud|Hélène Kirchner|Maribel Fernández,663594,Bruno Pinaud,32713,The study illustrates...
14611,Simple Balanced Binary Search Trees.,Prabhakar Ragde,663607,Prabhakar Ragde,32714,The paper highlights...
14612,Expressiveness modulo Bisimilarity of Regular Expressions with Parallel Composition (Extended Abstract),Bas Luttik|Jos C. M. Baeten|Paul van Tilburg|Tim Muller,663657,Bas Luttik,32715,This study investigates...
14613,MDM: A Mode Diagram Modeling Framework,Bin Gu|Geguang Pu|Jan Madsen|Jianwen Li|Jifeng He|Kim G. Larsen|Shengchao Qin|Zheng Wang,663682,Bin Gu,32719,The research introduces...
14614,"Processes, Roles and Their Interactions",Johannes Reich,663709,Johannes Reich,32725,The research reveals...
14615,HeteroGenius: A Framework for Hybrid Analysis of Heterogeneous Software Specifications.,Carlos Gustavo López Pombo|Manuel Giménez|Marcelo F. Frias|Mariano M. Moscato,663771,Carlos Gustavo López Pombo,32726,The paper highlights...
14616,Static Enforcement of Role-Based Access Control.,Asad Ali|Maribel Fernández,663818,Asad Ali,32730,This paper addresses...
14617,On Defendability of Security Properties.,Henning Schnoor|Matthijs Melissen|Wojciech Jamroga,663822,Henning Schnoor,32731,The paper compares...
14618,ABS-NET: Fully Decentralized Runtime Adaptation for Distributed Objects.,Ali Jafari|Andreas Lundblad|Karl Palmskog|Mads Dam,663836,Ali Jafari,32734,The paper compares...
14619,A note on two notions of compliance.,G. Michele Pinna|Massimo Bartoletti|Tiziana Cimoli,663843,G. Michele Pinna,32557,The research introduces...
14620,Loops under Strategies ... Continued,Christian Sternagel|Jürgen Giesl|Peter Schneider-Kamp|René Thiemann,663865,Christian Sternagel,32738,This paper is about...
14621,How to Work with Honest but Curious Judges? (Preliminary Report),Chenyi Zhang|Jun Pang,663892,Chenyi Zhang,32742,The research evaluates...
14622,Generating Property-Directed Potential Invariants By Backward Analysis,Adrien Champion|Michael Dierkes|Rémi Delmas,663898,Adrien Champion,32743,This paper addresses...
14623,Learning Schemas for Unordered XML.,Radu Ciucanu|Slawek Staworko,664035,Radu Ciucanu,32746,The research reveals...
14624,A Particular Universal Cellular Automaton,Gaétan Richard|Nicolas Ollinger,664093,Gaétan Richard,31887,This paper demonstrates...
14625,Computational Power of P Systems with Small Size Insertion and Deletion Rules,Alexander Krassovitskiy|Sergey Verlan|Yurii Rogozhin,664098,Alexander Krassovitskiy,32748,The research aims to explore...
14626,Formalizing the Confluence of Orthogonal Rewriting Systems,Ana Cristina Rocha Oliveira|Mauricio Ayala-Rincón,664265,Ana Cristina Rocha Oliveira,32751,The paper examines...
14627,Verification and Validation Issues in Systems of Systems.,Eric Honour,664345,Eric Honour,32752,The study proposes...
14628,Session Types for Broadcasting.,Dimitrios Kouzapas|Ramunas Gutkovas|Simon J. Gay,664395,Dimitrios Kouzapas,32753,The research reveals...
14629,Unitary Noise and the Mermin-GHZ Game,Ivan Fialík,664397,Ivan Fialík,32756,The paper highlights...
14630,Minimising virtual machine support for concurrency.,Alan Dearle|Barry Porter|Simon Dobson,664452,Alan Dearle,32757,The research introduces...
14631,Tree games with regular objectives.,Marcin Przybylko,664481,Marcin Przybylko,32759,The research aims to explore...
14632,Data-flow Analysis of Programs with Associative Arrays.,David Hauzar|Jan Kofron|Pavel Bastecký,664664,David Hauzar,32760,The research introduces...
14633,The Rabin index of parity games.,Jim Huan-Pu Kuo|Michael Huth|Nir Piterman,664673,Jim Huan-Pu Kuo,32763,This study investigates...
14634,Boolean Circuit Complexity of Regular Languages.,Maris Valdats,664730,Maris Valdats,32766,The study illustrates...
14635,System-of-Systems Complexity.,Hermann Kopetz,664733,Hermann Kopetz,32767,This paper addresses...
14636,Dependently-Typed Formalisation of Typed Term Graphs,Wolfram Kahl,664760,Wolfram Kahl,32768,The study proposes...
14637,Improved Undecidability Results for Reachability Games on Recursive Timed Automata.,Ashutosh Trivedi|Lakshmi Manasa|Shankara Narayanan Krishna,664869,Ashutosh Trivedi,32769,This paper addresses...
14638,Abelian returns in Sturmian words,Luca Q. Zamboni|Svetlana Puzynina,664931,Luca Q. Zamboni,32772,The research evaluates...
14639,How do we remember the past in randomised strategies?,Claire David|Florian Horn|Julien Cristau,664946,Claire David,32774,The research reveals...
14640,A type system for PSPACE derived from light linear logic,Lucien Capedevielle,664979,Lucien Capedevielle,32777,The study illustrates...
14641,Testing Reactive Probabilistic Processes,Sonja Georgievska|Suzana Andova,665002,Sonja Georgievska,32778,This paper is about...
14642,Quantum algorithms for testing Boolean functions,Dominik F. Floess|Erika Andersson|Mark Hillery,665007,Dominik F. Floess,32780,The study proposes...
14643,On Measuring Non-Recursive Trade-Offs,Hermann Gruber|Markus Holzer|Martin Kutrib,665094,Hermann Gruber,32783,This study investigates...
14644,Variations on Multi-Core Nested Depth-First Search,Alfons Laarman|Jaco van de Pol,665195,Alfons Laarman,32786,The research reveals...
14645,Playing Pushdown Parity Games in a Hurry,Martin Zimmermann 0002|Wladimir Fridman,665220,Martin Zimmermann 0002,31799,This paper demonstrates...
14646,Automated Reasoning over Deontic Action Logics with Finite Vocabularies.,Pablo F. Castro|T. S. E. Maibaum,665374,Pablo F. Castro,32789,The study proposes...
14647,A Software Tool for Legal Drafting,Daniel Gorín|Fernando Schapachnik|Sergio Mera,665375,Daniel Gorín,32791,The research aims to explore...
14648,Security Theorems via Model Theory,Joshua D. Guttman,665476,Joshua D. Guttman,31916,The paper discusses...
14649,Contracting the Facebook API,Ben Rubinger|Tevfik Bultan,665512,Ben Rubinger,32793,The paper compares...
14650,A multi-level model for self-adaptive systems,Emanuela Merelli|Luca Tesei|Nicola Paoletti,665608,Emanuela Merelli,28059,The research aims to explore...
14651,Rapid Recovery for Systems with Scarce Faults,Chung-Hao Huang|Doron Peled|Farn Wang|Sven Schewe,665644,Chung-Hao Huang,23482,The research reveals...
14652,On the Weak Computability of Continuous Real Functions,Matthew S. Bauer|Xizhong Zheng,665660,Matthew S. Bauer,32798,This paper demonstrates...
14653,Bounded Languages Meet Cellular Automata with Sparse Communication,Andreas Malcher|Martin Kutrib,665666,Andreas Malcher,31935,The research aims to explore...
14654,Interactive verification of Markov chains: Two distributed protocol case studies,Johannes Hölzl|Tobias Nipkow,665670,Johannes Hölzl,32800,This paper demonstrates...
14655,On Derivatives and Subpattern Orders of Countable Subshifts,Ilkka Törmä|Ville Salo,665672,Ilkka Törmä,32802,The research reveals...
14656,Reachability in Biochemical Dynamical Systems by Quantitative Discrete Approximation (extended abstract),David Safránek|Jana Fabriková|Lubos Brim|Sven Drazan,665698,David Safránek,32369,The research reveals...
14657,A coinductive semantics of the Unlimited Register Machine,Alberto Ciaffaglione,665712,Alberto Ciaffaglione,32804,This study investigates...
14658,Permutation Complexity Related to the Letter Doubling Map,Steven Widmer,665748,Steven Widmer,32805,The study illustrates...
14659,An Investigation of the Laws of Traversals,Mauro Jaskelioff|Ondrej Rypacek,665771,Mauro Jaskelioff,32806,The research evaluates...
14660,Developing Experimental Models for NASA Missions with ASSL,Emil Vassev|Mike Hinchey,665785,Emil Vassev,32808,This paper addresses...
14661,Programmable models of growth and mutation of cancer-cell populations,Alberto Policriti|Luca Bortolussi,665832,Alberto Policriti,32810,The research reveals...
14662,Completeness of Lyapunov Abstraction.,Christoffer Sloth|Rafael Wisniewski,665864,Christoffer Sloth,32811,The research introduces...
14663,Using Built-In Domain-Specific Modeling Support to Guide Model-Based Test Generation,Olli-Pekka Puolitaival|Teemu Kanstrén,665970,Olli-Pekka Puolitaival,32812,The research introduces...
14664,A Language Support for Exhaustive Fault-Injection in Message-Passing System Models.,Masaya Suzuki|Takuo Watanabe,665975,Masaya Suzuki,32814,The study illustrates...
14665,Implementing Distributed Controllers for Systems with Priorities,Hammadi Khairallah|Imene Ben Hafaiedh|Susanne Graf,666040,Hammadi Khairallah,32816,The research evaluates...
14666,Performance Evaluation of Components Using a Granularity-based Interface Between Real-Time Calculus and Timed Automata,Karine Altisen|Matthieu Moy|Yanhong Liu,666057,Karine Altisen,32819,The paper examines...
14667,Saying Hello World with GROOVE - A Solution to the TTC 2011 Instructive Case,Amir Hossein Ghamarian|Arend Rensink|Eduardo Zambon|Maarten de Mol,666065,Amir Hossein Ghamarian,32822,This paper addresses...
14668,GPU-powered Simulation Methodologies for Biological Systems.,Alessandro Re|Daniela Besozzi|Dario Pescini|Giulio Caravagna|Marco S. Nobile|Paolo Cazzaniga,666070,Alessandro Re,32824,This paper presents...
14669,ROSA Analyser: An automatized approach to analyse processes of ROSA,Fernando L. Pelayo|Raúl Pardo,666128,Fernando L. Pelayo,32829,The paper compares...
14670,Intersection types for unbind and rebind,Elena Zucca|Mariangiola Dezani-Ciancaglini|Paola Giannini,666220,Elena Zucca,32497,This paper demonstrates...
14671,On-the-fly Uniformization of Time-Inhomogeneous Infinite Markov Population Models,Aleksandr Andreychenko|Pepijn Crouzen|Verena Wolf,666240,Aleksandr Andreychenko,32831,The research introduces...
14672,Simplifying Contract-Violating Traces,Adrian Francalanza|Christian Colombo|Ian Grima,666265,Adrian Francalanza,32138,This paper demonstrates...
14673,Satisfiability of cross product terms is complete for real nondeterministic polytime Blum-Shub-Smale machines.,Christian Herrmann|Johanna Sokoli|Martin Ziegler 0001,666302,Christian Herrmann,32835,This study investigates...
14674,Grammars with two-sided contexts.,Alexander Okhotin|Mikhail Barash,666345,Alexander Okhotin,32527,The research aims to explore...
14675,Limitations of Self-Assembly at Temperature One (extended abstract),David Doty|Matthew J. Patitz|Scott M. Summers,666436,David Doty,32839,The study illustrates...
14676,Decision Problems for Deterministic Pushdown Automata on Infinite Words.,Christof Löding,666463,Christof Löding,32841,This paper presents...
14677,Chiefly Symmetric: Results on the Scalability of Probabilistic Model Checking for Operating-System Code,Benjamin Engel|Christel Baier|Hendrik Tews|Hermann Härtig|Joachim Klein 0001|Marcus Daum|Marcus Völp|Sascha Klüppelholz|Steffen Märcker,666531,Benjamin Engel,32842,The research evaluates...
14678,Notions of Monad Strength.,Philip Mulry,666561,Philip Mulry,32850,This study investigates...
14679,A Modular Toolkit for Distributed Interactions,Emilio Tuosto|Julien Lange,666667,Emilio Tuosto,31951,The study proposes...
14680,Fixed-point Characterization of Compositionality Properties of Probabilistic Processes Combinators.,Daniel Gebler|Simone Tini,666681,Daniel Gebler,32851,The paper highlights...
14681,Bit-Blasting ACL2 Theorems,Jared Davis|Sol Swords,666710,Jared Davis,32853,The study analyzes...
14682,A structured approach to VO reconfigurations through Policies,Stephan Reiff-Marganiec,666743,Stephan Reiff-Marganiec,31894,The study analyzes...
14683,Nonuniform Coercions via Unification Hints,Claudio Sacerdoti Coen|Enrico Tassi,666786,Claudio Sacerdoti Coen,32325,The research evaluates...
